,northing,easting,latitude,longitude
0,-138282.49950000085,221784.6964,-1.2498846819546838,36.49995654995732
1,-138267.10129999928,238487.3089,-1.2498849774770653,36.64995891520644
2,-138257.29930000007,249621.3946,-1.2498845560629859,36.749960676932666
3,-165939.10050000064,221813.7036,-1.499861689173407,36.49995685135492
4,-165920.59869999997,238514.5911,-1.4998618019687806,36.64995938300909
5,-165908.90080000088,249647.4054,-1.4998618625092437,36.74996015991697
6,-149328.5,238497.6,-1.3498757567440214,36.649958852804566
